ISOC,SUID,NEWSUID,SoilMapUnit,SOIL1,PROP1,PRID1,SOIL2,PROP2,PRID2,SOIL3,PROP3,PRID3,SOIL4,PROP4,PRID4,SOIL5,PROP5,PRID5,SOIL6,PROP6,PRID6,SOIL7,PROP7,PRID7,SOIL8,PROP8,PRID8,SOIL9,PROP9,PRID9,SOIL10,PROP10,PRID10
WD,1243,WD1243,Ix4Ex4X4 [WD1243],Ix,34,WD-I,Ex,33,WD-E,X,33,WD-X,,,,,,,,,
WD,1244,WD1244,Ix4Fh4Fr4 [WD1244],Ix,34,WD-I,Fh,33,WD-Fh,Fr,33,WD-Fr,,,,,,,,,
WD,39,WD39,Fo2Gd4 [WD39],Fo,70,WD-Fo,Gd,30,WD-Gd,,,,,,,,,,,,
WD,211,WD211,Rc4Be4Xh4Ao5Jc5Vp5 [WD211],Rc,30,WD-Rc,Be,20,WD-Be,Xh,20,WD-Xh,Ao,10,WD-Ao,Jc,10,WD-Jc,Vp,10,WD-Vp
WD,213,WD213,Rc4Ix4Jc4Je5Qc5Zo5 [WD213],Rc,30,WD-Rc,Ix,20,WD-I,Jc,20,WD-Jc,Je,10,WD-Je,Qc,10,WD-Qc,Zo,10,WD-Zo
WD,215,WD215,Rc3Re4Ix5J5Xh5 [WD215],Rc,40,WD-Rc,Re,30,WD-Re,Ix,10,WD-I,J,10,WD-J,Xh,10,WD-Xh,,,
WD,216,WD216,Rc3Re4Ix5J5Xh5 [WD216],Rc,40,WD-Rc,Re,30,WD-Re,Ix,10,WD-I,J,10,WD-J,Xh,10,WD-Xh,,,
WD,218,WD218,Qc3Rc5Ix5Re5Jc5Je5Zo5 [WD218],Qc,50,WD-DS,Rc,15,WD-Rc,Ix,10,WD-I,Re,10,WD-Re,Jc,5,WD-Jc,Je,5,WD-Je,Zo,5,WD-Zo
WD,220,WD220,Rc4Ix4Re4Jc5Je5Zo5 [WD220],Rc,30,WD-Rc,Ix,20,WD-I,Re,20,WD-Re,Jc,10,WD-Jc,Je,10,WD-Je,Zo,10,WD-Zo,,,
WD,221,WD221,Rc4Qc4Re4Ix5Jc5Xh5 [WD221],Rc,30,WD-Rc,Qc,20,WD-Qc,Re,20,WD-Re,Ix,10,WD-I,Jc,10,WD-Jc,Xh,10,WD-Xh,,,
WD,224,WD224,Rd2Bf4Ix4 [WD224],Rd,60,WD-Rd,Bf,20,WD-Bf,Ix,20,WD-I,,,,,,,,,,,,
WD,225,WD225,Rd2Bf4Ix5 [WD225],Rd,60,WD-Rd,Bf,30,WD-Bf,Ix,10,WD-I,,,,,,,,,,,,
WD,228,WD228,Rd3Ix4Lg4Gd5Jd5 [WD228],Rd,40,WD-Rd,Ix,20,WD-I,Lg,20,WD-Lg,Gd,10,WD-Gd,Jd,10,WD-Jd,,,,,,
WD,229,WD229,Rd3Ix4Bh5Jd5 [WD229],Rd,50,WD-Rd,Ix,30,WD-I,Bh,10,WD-Bh,Jd,10,WD-Jd,,,,,,,,,
WD,231,WD231,Re1 [WD231],Re,100,WD-Re,,,,,,,,,,,,,,,,,,
WD,232,WD232,Re1 [WD232],Re,100,WD-Re,,,,,,,,,,,,,,,,,,
WD,233,WD233,Re3Qc3 [WD233],Re,50,WD-Re,Qc,50,WD-DS,,,,,,,,,,,,,,,
WD,234,WD234,Re3Qc3 [WD234],Re,50,WD-Re,Qc,50,WD-DS,,,,,,,,,,,,,,,
WD,235,WD235,Re2Je4 [WD235],Re,70,WD-Re,Je,30,WD-Je,,,,,,,,,,,,,,,
WD,237,WD237,Re2Ix4 [WD237],Re,70,WD-Re,Ix,30,WD-I,,,,,,,,,,,,,,,
WD,238,WD238,Qc3Re4Qc5Y5 [WD238],Qc,50,WD-DS,Re,30,WD-Re,Qc,10,WD-Qc,Y,10,WD-Y,,,,,,,,,
WD,239,WD239,Re1Je5 [WD239],Re,90,WD-Re,Je,10,WD-Je,,,,,,,,,,,,,,,
WD,240,WD240,Re1Je5Xk5 [WD240],Re,80,WD-Re,Je,10,WD-Je,Xk,10,WD-Xk,,,,,,,,,,,,
WD,241,WD241,Re2Jc4Yh4 [WD241],Re,60,WD-Re,Jc,20,WD-Jc,Yh,20,WD-Yh,,,,,,
WD,242,WD242,Re2Jc4Yh4 [WD242],Re,60,WD-Re,Jc,20,WD-Jc,Yh,20,WD-Yh,,,,,,
WD,243,WD243,Re2Ws4Ix5 [WD243],Re,60,WD-Re,Ws,30,WD-Ws,Ix,10,WD-I,,,,,,
WD,244,WD244,Re1Ix5Je5 [WD244],Re,80,WD-Re,Ix,10,WD-I,Je,10,WD-Je,,,,,,
WD,246,WD246,Re1Ix5Je5 [WD246],Re,80,WD-Re,Ix,10,WD-I,Je,10,WD-Je,,,,,,
WD,0,WD0,WR1 [WD0],WR,100,WD-WR,,,,,,,,,,,,
WD,1,WD1,Af2Be4Ix4 [WD1],Af,60,WD-Af,Be,20,WD-Be,Ix,20,WD-I,,,,,,
WD,2,WD2,Af3Lg4G5Ix5 [WD2],Af,50,WD-Af,Lg,30,WD-Lg,G,10,WD-G,Ix,10,WD-I,,,
WD,3,WD3,Af3Ap4Gp5Ix5Vp5 [WD3],Af,40,WD-Af,Ap,30,WD-Ap,Gp,10,WD-Gp,Ix,10,WD-I,Vp,10,WD-Vp
WD,4,WD4,Ao2Bh4 [WD4],Ao,70,WD-Ao,Bh,30,WD-Bh,,,,,,,,,
WD,5,WD5,Ao2Bd4 [WD5],Ao,70,WD-Ao,Bd,30,WD-Bd,,,,,,,,,
WD,6,WD6,Ao1Bd5Jd5 [WD6],Ao,80,WD-Ao,Bd,10,WD-Bd,Jd,10,WD-Jd,,,,,,
WD,7,WD7,Bc2Be4Ix4 [WD7],Bc,60,WD-Bc,Be,20,WD-Be,Ix,20,WD-I,,,,,,
WD,8,WD8,Bc2Vc4 [WD8],Bc,70,WD-Bc,Vc,30,WD-Vc,,,,,,,,,
WD,9,WD9,Bd3Ao4Lc4Ix5 [WD9],Bd,50,WD-Bd,Ao,20,WD-Ao,Lc,20,WD-Lc,Ix,10,WD-I,,,
WD,11,WD11,Bd1Bh5 [WD11],Bd,90,WD-Bd,Bh,10,WD-Bh,,,,,,,,,
WD,16,WD16,Be2Th4 [WD16],Be,70,WD-Be,Th,30,WD-Th,,,,,,,,,,,,
WD,17,WD17,Be2Vp4Je5 [WD17],Be,60,WD-Be,Vp,30,WD-Vp,Je,10,WD-Je,,,,,,,,,
WD,18,WD18,Be1Lc5Vc5 [WD18],Be,80,WD-Be,Lc,10,WD-Lc,Vc,10,WD-Vc,,,,,,,,,
WD,20,WD20,Be3Ao4Ix4Vp5 [WD20],Be,50,WD-Be,Ao,20,WD-Ao,Ix,20,WD-I,Vp,10,WD-Vp,,,,,,
WD,21,WD21,Be2Ix5Lc5Vp5 [WD21],Be,70,WD-Be,Ix,10,WD-I,Lc,10,WD-Lc,Vp,10,WD-Vp,,,,,,
WD,22,WD22,Be4Bc4Vc4Jc5Xk5Zo5 [WD22],Be,30,WD-Be,Bc,20,WD-Bc,Vc,20,WD-Vc,Jc,10,WD-Jc,Xk,10,WD-Xk,Zo,10,WD-Zo
WD,24,WD24,Be3Lc4Ix5Vp5 [WD24],Be,50,WD-Be,Lc,30,WD-Lc,Ix,10,WD-I,Vp,10,WD-Vp,,,,,,
WD,26,WD26,Be2Lc4Vp5 [WD26],Be,60,WD-Be,Lc,30,WD-Lc,Vp,10,WD-Vp,,,,,,,,,
WD,27,WD27,Bh1Je5 [WD27],Bh,90,WD-Bh,Je,10,WD-Je,,,,,,,,,,,,
WD,31,WD31,Bh2Ao4Jd5 [WD31],Bh,60,WD-Bh,Ao,30,WD-Ao,Jd,10,WD-Jd,,,,,,,,,
WD,32,WD32,Bh2Ao5Ix5Jd5 [WD32],Bh,70,WD-Bh,Ao,10,WD-Ao,Ix,10,WD-I,Jd,10,WD-Jd,,,,,,
WD,34,WD34,Bh2Ix4 [WD34],Bh,70,WD-Bh,Ix,30,WD-I,,,,,,,,,,,,
WD,35,WD35,Bk4Ex4Ix4Be5Jc5Vp5 [WD35],Bk,30,WD-Bk,Ex,20,WD-E,Ix,20,WD-I,Be,10,WD-Be,Jc,10,WD-Jc,Vp,10,WD-Vp
WD,36,WD36,Qc1 [WD36],Qc,100,WD-DS,,,,,,,,,,,,,,,
WD,37,WD37,Fo2Qf4 [WD37],Fo,70,WD-Fo,Qf,30,WD-Qf,,,,,,,,,,,,
WD,38,WD38,Fo2Ix4Rd4 [WD38],Fo,60,WD-Fo,Ix,20,WD-I,Rd,20,WD-Rd,,,,,,,,,
WD,314,WD314,Xh1Je5Qc5 [WD314],Xh,80,WD-Xh,Je,10,WD-Je,Qc,10,WD-Qc,,,,,,,,,
WD,315,WD315,Xh2Ix4Xk4 [WD315],Xh,60,WD-Xh,Ix,20,WD-I,Xk,20,WD-Xk,,,,,,,,,
WD,318,WD318,Xk2Ix4 [WD318],Xk,70,WD-Xk,Ix,30,WD-I,,,,,,,,,,,,
WD,320,WD320,Xk2Ix4Rc4 [WD320],Xk,60,WD-Xk,Ix,20,WD-I,Rc,20,WD-Rc,,,,,,,,,
WD,322,WD322,Xk2Jc4Rc4 [WD322],Xk,60,WD-Xk,Jc,20,WD-Jc,Rc,20,WD-Rc,,,,,,,,,
WD,323,WD323,Xk1Zo5 [WD323],Xk,90,WD-Xk,Zo,10,WD-Zo,,,,,,,,,,,,
WD,324,WD324,Xk1Zo5 [WD324],Xk,90,WD-Xk,Zo,10,WD-Zo,,,,,,,,,,,,
WD,328,WD328,Xk2Ix4Zo5 [WD328],Xk,60,WD-Xk,Ix,30,WD-I,Zo,10,WD-Zo,,,,,,,,,
WD,329,WD329,Xk2Xy4 [WD329],Xk,70,WD-Xk,Xy,30,WD-Xy,,,,,,,,,,,,
WD,331,WD331,Xl2Vc4 [WD331],Xl,70,WD-Xl,Vc,30,WD-Vc,,,,,,,,,,,,
WD,333,WD333,Xy3Rc4Z4Jc5 [WD333],Xy,50,WD-Xy,Rc,20,WD-Rc,Z,20,WD-Z,Jc,10,WD-Jc,,,,,,
WD,334,WD334,Xy2Xk4 [WD334],Xy,70,WD-Xy,Xk,30,WD-Xk,,,,,,,,,,,,
WD,335,WD335,Y4Ix4J4R5Yy5Z5 [WD335],Y,30,WD-Y,Ix,20,WD-I,J,20,WD-J,R,10,WD-R,Yy,10,WD-Yy,Z,10,WD-Z
WD,336,WD336,Qc3Y4Je5Re5 [WD336],Qc,50,WD-DS,Y,30,WD-Y,Je,15,WD-Je,Re,5,WD-Re,,,,,,
WD,337,WD337,Y3Vc4Je5Re5 [WD337],Y,50,WD-Y,Vc,30,WD-Vc,Je,10,WD-Je,Re,10,WD-Re,,,,,,
WD,339,WD339,Y2Ix4Re4 [WD339],Y,60,WD-Y,Ix,20,WD-I,Re,20,WD-Re,,,,,,,,,
WD,340,WD340,Y2Jc4 [WD340],Y,70,WD-Y,Jc,30,WD-Jc,,,,,,,,,,,,
WD,341,WD341,Y2Jc4 [WD341],Y,70,WD-Y,Jc,30,WD-Jc,,,,,,,,,,,,
WD,343,WD343,Yh2Re4Yk4 [WD343],Yh,60,WD-Yh,Re,20,WD-Re,Yk,20,WD-Yk,,,,,,,,,
WD,348,WD348,Yh2Ix4Vc4 [WD348],Yh,60,WD-Yh,Ix,20,WD-I,Vc,20,WD-Vc,,,,,,,,,
WD,349,WD349,Yh2Ix4Vc4 [WD349],Yh,60,WD-Yh,Ix,20,WD-I,Vc,20,WD-Vc,,,,,,,,,
WD,352,WD352,Yh3Ix4Je5Vc5 [WD352],Yh,50,WD-Yh,Ix,30,WD-I,Je,10,WD-Je,Vc,10,WD-Vc,,,,,,
WD,354,WD354,Yh2Ix4Je5 [WD354],Yh,60,WD-Yh,Ix,30,WD-I,Je,10,WD-Je,,,,,,,,,
WD,356,WD356,Yh3Zo4Ix5Re5 [WD356],Yh,50,WD-Yh,Zo,30,WD-Zo,Ix,10,WD-I,Re,10,WD-Re,,,,,,
WD,357,WD357,Yh3Xl4Jc5Re5 [WD357],Yh,50,WD-Yh,Xl,30,WD-Xl,Jc,10,WD-Jc,Re,10,WD-Re,,,,,,
WD,358,WD358,Yh1Ix5Je5 [WD358],Yh,80,WD-Yh,Ix,10,WD-I,Je,10,WD-Je,,,,,,,,,
WD,360,WD360,Yk2Yh4 [WD360],Yk,70,WD-Yk,Yh,30,WD-Yh,,,,,,,,,,,,
WD,41,WD41,Fo3G4Qf4Lg5Vc5 [WD41],Fo,40,WD-Fo,G,20,WD-G,Qf,20,WD-Qf,Lg,10,WD-Lg,Vc,10,WD-Vc,,,
WD,42,WD42,Fo3Fp4Ap5Vc5 [WD42],Fo,50,WD-Fo,Fp,30,WD-Fp,Ap,10,WD-Ap,Vc,10,WD-Vc,,,,,,
WD,44,WD44,Fo2Af4Lf4 [WD44],Fo,60,WD-Fo,Af,20,WD-Af,Lf,20,WD-Lf,,,,,,,,,
WD,45,WD45,Fp2Af4Lf4 [WD45],Fp,60,WD-Fp,Af,20,WD-Af,Lf,20,WD-Lf,,,,,,,,,
WD,47,WD47,Fp4Af4Rd4Gd5Ix5Jd5 [WD47],Fp,30,WD-Fp,Af,20,WD-Af,Rd,20,WD-Rd,Gd,10,WD-Gd,Ix,10,WD-I,Jd,10,WD-Jd
WD,48,WD48,Fp3Ix4Ne5Vp5 [WD48],Fp,50,WD-Fp,Ix,30,WD-I,Ne,10,WD-Ne,Vp,10,WD-Vp,,,
WD,50,WD50,Fr3Ix4Rd4Fh5 [WD50],Fr,50,WD-Fr,Ix,20,WD-I,Rd,20,WD-Rd,Fh,10,WD-Fh,,,
WD,51,WD51,Fr3Ne4Rd4Ix5 [WD51],Fr,50,WD-Fr,Ne,20,WD-Ne,Rd,20,WD-Rd,Ix,10,WD-I,,,
WD,52,WD52,Gd3Fo4Jd4Af5 [WD52],Gd,50,WD-Gd,Fo,20,WD-Fo,Jd,20,WD-Jd,Af,10,WD-Af,,,
WD,53,WD53,Gd2Jd4 [WD53],Gd,70,WD-Gd,Jd,30,WD-Jd,,,,,,,,,
WD,55,WD55,Ge3Je4Lg4Vp5Zo5 [WD55],Ge,40,WD-Ge,Je,20,WD-Je,Lg,20,WD-Lg,Vp,10,WD-Vp,Zo,10,WD-Zo
WD,56,WD56,Ge2Gm4Vp4 [WD56],Ge,60,WD-Ge,Gm,20,WD-Gm,Vp,20,WD-Vp,,,,,,
WD,57,WD57,Gh2Od4Je5 [WD57],Gh,60,WD-Gh,Od,30,WD-Od,Je,10,WD-Je,,,,,,
WD,58,WD58,Gm3Je4Oe4Ge5Vc5 [WD58],Gm,40,WD-Gm,Je,20,WD-Je,Oe,20,WD-Oe,Ge,10,WD-Ge,Vc,10,WD-Vc
WD,60,WD60,Ix1 [WD60],Ix,100,WD-I,,,,,,,,,,,,
WD,61,WD61,Ix3RK3 [WD61],Ix,50,WD-I,RK,50,WD-RK,,,,,,,,,
WD,62,WD62,Ix1 [WD62],Ix,100,WD-I,,,,,,,,,,,,
WD,63,WD63,Ix1 [WD63],Ix,100,WD-I,,,,,,,,,,,,
WD,64,WD64,Ix4Bc4Tv4 [WD64],Ix,34,WD-I,Bc,33,WD-Bc,Tv,33,WD-Tv,,,,,,
WD,65,WD65,Ix3Be3 [WD65],Ix,50,WD-I,Be,50,WD-Be,,,,,,,,,
WD,66,WD66,Ix3Bf3 [WD66],Ix,50,WD-I,Bf,50,WD-Bf,,,,,,,,,
WD,67,WD67,Ix4Bv4Lc4 [WD67],Ix,34,WD-I,Bv,33,WD-Bv,Lc,33,WD-Lc
WD,68,WD68,Ix4Ex4Lc4 [WD68],Ix,34,WD-I,Ex,33,WD-E,Lc,33,WD-Lc
WD,69,WD69,Ix3Ex3 [WD69],Ix,50,WD-I,Ex,50,WD-E,,,
WD,71,WD71,Ix4Jc4Xk4 [WD71],Ix,34,WD-I,Jc,33,WD-Jc,Xk,33,WD-Xk
WD,72,WD72,Ix3Je3 [WD72],Ix,50,WD-I,Je,50,WD-Je,,,
WD,73,WD73,Ix4Lc4Re4 [WD73],Ix,34,WD-I,Lc,33,WD-Lc,Re,33,WD-Re
WD,74,WD74,Ix3R3 [WD74],Ix,50,WD-I,R,50,WD-R,,,
WD,76,WD76,Ix3R3 [WD76],Ix,50,WD-I,R,50,WD-R,,,
WD,77,WD77,Ix3Rc3 [WD77],Ix,50,WD-I,Rc,50,WD-Rc,,,
WD,78,WD78,Ix3Rc3 [WD78],Ix,50,WD-I,Rc,50,WD-Rc,,,
WD,79,WD79,Ix3Rd3 [WD79],Ix,50,WD-I,Rd,50,WD-Rd,,,
WD,80,WD80,Ix4Rd4So4 [WD80],Ix,34,WD-I,Rd,33,WD-Rd,So,33,WD-So
WD,81,WD81,Ix3Re3 [WD81],Ix,50,WD-I,Re,50,WD-Re,,,
WD,82,WD82,Ix4Re4Qc4 [WD82],Ix,33,WD-I,Re,33,WD-Re,Qc,34,WD-DS
WD,83,WD83,Ix3Re3 [WD83],Ix,50,WD-I,Re,50,WD-Re,,,
WD,85,WD85,Ix3Re3 [WD85],Ix,50,WD-I,Re,50,WD-Re,,,
WD,87,WD87,Ix4Re4RK4 [WD87],Ix,33,WD-I,Re,33,WD-Re,RK,34,WD-RK,,,,,,,,,
WD,88,WD88,Ix3V3 [WD88],Ix,50,WD-I,V,50,WD-V,,,,,,,,,,,,
WD,90,WD90,Ix4Y4Qc4 [WD90],Ix,33,WD-I,Y,33,WD-Y,Qc,34,WD-DS,,,,,,,,,
WD,91,WD91,Ix4Y4Qc4 [WD91],Ix,33,WD-I,Y,33,WD-Y,Qc,34,WD-DS,,,,,,,,,
WD,92,WD92,Ix3Y3 [WD92],Ix,50,WD-I,Y,50,WD-Y,,,,,,,,,,,,
WD,93,WD93,Ix3Y3 [WD93],Ix,50,WD-I,Y,50,WD-Y,,,,,,,,,,,,
WD,95,WD95,Ix3Yk3 [WD95],Ix,50,WD-I,Yk,50,WD-Yk,,,,,,,,,,,,
WD,96,WD96,Ix3Zo3 [WD96],Ix,50,WD-I,Zo,50,WD-Zo,,,,,,,,,,,,
WD,97,WD97,Ix3Qc3 [WD97],Ix,50,WD-I,Qc,50,WD-DS,,,,,,,,,,,,
WD,99,WD99,Ix1 [WD99],Ix,100,WD-I,,,,,,,,,,,,,,,
WD,100,WD100,Jc2Gc4Z5 [WD100],Jc,60,WD-Jc,Gc,30,WD-Gc,Z,10,WD-Z,,,,,,,,,
WD,101,WD101,Jc3R4Yy4Z5 [WD101],Jc,50,WD-Jc,R,20,WD-R,Yy,20,WD-Yy,Z,10,WD-Z,,,,,,
WD,102,WD102,Jc3R4Yy4Z5 [WD102],Jc,50,WD-Jc,R,20,WD-R,Yy,20,WD-Yy,Z,10,WD-Z,,,,,,
WD,103,WD103,Jc4Bc4Xk4Z4Ix5Rc5 [WD103],Jc,30,WD-Jc,Bc,20,WD-Bc,Xk,20,WD-Xk,Z,20,WD-Z,Ix,5,WD-I,Rc,5,WD-Rc
WD,104,WD104,Jc3Rc4Yy5Zt5 [WD104],Jc,50,WD-Jc,Rc,30,WD-Rc,Yy,10,WD-Yy,Zt,10,WD-Zt,,,,,,
WD,106,WD106,Jc2Gc4Gm4 [WD106],Jc,60,WD-Jc,Gc,20,WD-Gc,Gm,20,WD-Gm,,,,,,,,,
WD,108,WD108,Jc2Yy4 [WD108],Jc,70,WD-Jc,Yy,30,WD-Yy,,,,,,
WD,109,WD109,Jc2Lo4Vc4 [WD109],Jc,60,WD-Jc,Lo,20,WD-Lo,Vc,20,WD-Vc,,,
WD,110,WD110,Jc2Vc4 [WD110],Jc,70,WD-Jc,Vc,30,WD-Vc,,,,,,
WD,111,WD111,Jc2Vc4Zo4 [WD111],Jc,60,WD-Jc,Vc,20,WD-Vc,Zo,20,WD-Zo,,,
WD,112,WD112,Jc2Vc4Zo4 [WD112],Jc,60,WD-Jc,Vc,20,WD-Vc,Zo,20,WD-Zo,,,
WD,114,WD114,Jc2Zo4 [WD114],Jc,70,WD-Jc,Zo,30,WD-Zo,,,,,,
WD,115,WD115,Jc2Zo4 [WD115],Jc,70,WD-Jc,Zo,30,WD-Zo,,,,,,
WD,116,WD116,Jc2V4 [WD116],Jc,70,WD-Jc,V,30,WD-V,,,,,,
WD,117,WD117,Jc3X4Re5Zo5 [WD117],Jc,50,WD-Jc,X,30,WD-X,Re,10,WD-Re,Zo,10,WD-Zo
WD,118,WD118,Jc3Zo4Oe5Re5 [WD118],Jc,50,WD-Jc,Zo,30,WD-Zo,Oe,10,WD-Oe,Re,10,WD-Re
WD,119,WD119,Jc3Z4S5Yl5 [WD119],Jc,50,WD-Jc,Z,30,WD-Z,S,10,WD-S,Yl,10,WD-Yl
WD,120,WD120,Je2Ge4 [WD120],Je,70,WD-Je,Ge,30,WD-Ge,,,,,,
WD,121,WD121,Je2Vc4 [WD121],Je,70,WD-Je,Vc,30,WD-Vc,,,,,,
WD,122,WD122,Je3Ge4Gm4Vc5 [WD122],Je,50,WD-Je,Ge,20,WD-Ge,Gm,20,WD-Gm,Vc,10,WD-Vc
WD,123,WD123,Je3Lf4G5Lg5 [WD123],Je,50,WD-Je,Lf,30,WD-Lf,G,10,WD-G,Lg,10,WD-Lg
WD,125,WD125,Je2Lg4 [WD125],Je,70,WD-Je,Lg,30,WD-Lg,,,,,,
WD,127,WD127,Lc3Qc4Bc5Bv5 [WD127],Lc,50,WD-Lc,Qc,30,WD-Qc,Bc,10,WD-Bc,Bv,10,WD-Bv,,,
WD,128,WD128,Lf2Re4 [WD128],Lf,70,WD-Lf,Re,30,WD-Re,,,,,,,,,
WD,130,WD130,Lf2Re4 [WD130],Lf,70,WD-Lf,Re,30,WD-Re,,,,,,,,,
WD,131,WD131,Lf3Af4Lg4Bc5 [WD131],Lf,50,WD-Lf,Af,20,WD-Af,Lg,20,WD-Lg,Bc,10,WD-Bc,,,
WD,132,WD132,Lf2Lg4 [WD132],Lf,70,WD-Lf,Lg,30,WD-Lg,,,,,,,,,
WD,133,WD133,Lf2Lg4 [WD133],Lf,70,WD-Lf,Lg,30,WD-Lg,,,,,,,,,
WD,135,WD135,Lf1Ix5 [WD135],Lf,90,WD-Lf,Ix,10,WD-I,,,,,,,,,
WD,136,WD136,Lf2Ix4Lg4 [WD136],Lf,60,WD-Lf,Ix,20,WD-I,Lg,20,WD-Lg,,,,,,
WD,138,WD138,Lf2Vp4Ix5 [WD138],Lf,60,WD-Lf,Vp,30,WD-Vp,Ix,10,WD-I,,,,,,
WD,139,WD139,Lg2Lf4 [WD139],Lg,70,WD-Lg,Lf,30,WD-Lf,,,,,,,,,
WD,142,WD142,Lg2Je4Lf4 [WD142],Lg,60,WD-Lg,Je,20,WD-Je,Lf,20,WD-Lf,,,,,,
WD,143,WD143,Lg2Vp4We4 [WD143],Lg,60,WD-Lg,Vp,20,WD-Vp,We,20,WD-We,,,,,,
WD,144,WD144,Lg2Lf4G5 [WD144],Lg,60,WD-Lg,Lf,30,WD-Lf,G,10,WD-G,,,,,,
WD,145,WD145,Lg3Je4Lf4Nd5Z5 [WD145],Lg,40,WD-Lg,Je,20,WD-Je,Lf,20,WD-Lf,Nd,10,WD-Nd,Z,10,WD-Z
WD,146,WD146,Lg2Ge4 [WD146],Lg,70,WD-Lg,Ge,30,WD-Ge,,,,,,,,,
WD,148,WD148,Lg3Lf4Vc4Ge5Oe5 [WD148],Lg,40,WD-Lg,Lf,20,WD-Lf,Vc,20,WD-Vc,Ge,10,WD-Ge,Oe,10,WD-Oe
